"date","event","observed_cloud","color","actual_quality","predicted_quality","consistency","sky_condition","case_url","map_url","cross_section_url"
"2022-06-24","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202206240000_rise.jpg","/static/media/ERA5/上海市_20220624_rise.jpg"
"2022-06-24","日落","高积云,高层云","橘黄色,橘色,橘红色","大烧","大烧","一致","幡状高积云,幡状高层云","https://weibo.com/1758238587/LzeL6bv5P","/static/media/ERA5/202206240000_set.jpg","/static/media/ERA5/上海市_20220624_set.jpg"
"2022-06-25","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202206250000_rise.jpg","/static/media/ERA5/上海市_20220625_rise.jpg"
"2022-06-25","日落","-","-","基本不烧","小到中烧","不一致","-","-","/static/media/ERA5/202206250000_set.jpg","/static/media/ERA5/上海市_20220625_set.jpg"
"2022-06-26","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202206260000_rise.jpg","/static/media/ERA5/上海市_20220626_rise.jpg"
"2022-06-26","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202206260000_set.jpg","/static/media/ERA5/上海市_20220626_set.jpg"
"2022-06-27","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202206270000_rise.jpg","/static/media/ERA5/上海市_20220627_rise.jpg"
"2022-06-27","日落","-","-","基本不烧","小到中烧","不一致","-","-","/static/media/ERA5/202206270000_set.jpg","/static/media/ERA5/上海市_20220627_set.jpg"
"2022-06-28","日出","卷云","橘红色","中到大烧","中到大烧","一致","-","https://weibo.com/5854101351/LzKqz9BF7","/static/media/ERA5/202206280000_rise.jpg","/static/media/ERA5/上海市_20220628_rise.jpg"
"2022-06-28","日落","卷云","橘色","小到中烧","大烧","不一致","-","https://weibo.com/6129860996/LzQ58ovMo","/static/media/ERA5/202206280000_set.jpg","/static/media/ERA5/上海市_20220628_set.jpg"
"2022-06-29","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202206290000_rise.jpg","/static/media/ERA5/上海市_20220629_rise.jpg"
"2022-06-29","日落","云砧","橘黄色","小烧","中到大烧","不一致","-","-","/static/media/ERA5/202206290000_set.jpg","/static/media/ERA5/上海市_20220629_set.jpg"
"2022-06-30","日出","卷层云,高积云","橘黄色,橘色,橘红色","大烧","大烧","一致","-","https://video.weibo.com/show?fid=1034:4786020177346673
https://video.weibo.com/show?fid=1034:4786009968410713
https://weibo.com/6458753697/LA97dofol
https://weibo.com/1969543457/LAfzsfjvd","/static/media/ERA5/202206300000_rise.jpg","/static/media/ERA5/上海市_20220630_rise.jpg"
"2022-06-30","日落","-","-","基本不烧","中到大烧","不一致","-","-","/static/media/ERA5/202206300000_set.jpg","/static/media/ERA5/上海市_20220630_set.jpg"
"2022-07-01","日出","卷云,高积云","橘红色,橘色,橘黄色","大烧","大烧","一致","密卷云,乳状卷云,幡状高积云","https://weibo.com/5854101351/LAdlCiCMg
https://weibo.com/2929915142/LAdjbl2gu
https://video.weibo.com/show?fid=1034:4786376546386014","/static/media/ERA5/202207010000_rise.jpg","/static/media/ERA5/上海市_20220701_rise.jpg"
"2022-07-01","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207010000_set.jpg","/static/media/ERA5/上海市_20220701_set.jpg"
"2022-07-02","日出","-","-","基本不烧","微烧","一般","-","-","/static/media/ERA5/202207020000_rise.jpg","/static/media/ERA5/上海市_20220702_rise.jpg"
"2022-07-02","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207020000_set.jpg","/static/media/ERA5/上海市_20220702_set.jpg"
"2022-07-03","日出","卷云,卷层云","橘红色,橘色,橘黄色","大烧","大烧","一致","密卷云","https://weibo.com/2929915142/LAx3p9tME
https://weibo.com/3925025805/LAvDJ3U2a","/static/media/ERA5/202207030000_rise.jpg","/static/media/ERA5/上海市_20220703_rise.jpg"
"2022-07-03","日落","-","-","基本不烧","中到大烧","不一致","-","-","/static/media/ERA5/202207030000_set.jpg","/static/media/ERA5/上海市_20220703_set.jpg"
"2022-07-04","日出","卷云","橘红色,橘色,橘黄色","大烧","小烧","不一致","密卷云","https://video.weibo.com/show?fid=1034:4787435297767497
https://video.weibo.com/show?fid=1034:4787407409840135
https://video.weibo.com/show?fid=1034:4787611110408284
https://weibo.com/7084142667/LAFMSmE7V
https://weibo.com/2530054742/LAII9p2f6","/static/media/ERA5/202207040000_rise.jpg","/static/media/ERA5/上海市_20220704_rise.jpg"
"2022-07-04","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207040000_set.jpg","/static/media/ERA5/上海市_20220704_set.jpg"
"2022-07-05","日出","-","-","基本不烧","小到中烧","不一致","-","-","/static/media/ERA5/202207050000_rise.jpg","/static/media/ERA5/上海市_20220705_rise.jpg"
"2022-07-05","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207050000_set.jpg","/static/media/ERA5/上海市_20220705_set.jpg"
"2022-07-06","日出","卷层云","橘红色,橘色","大烧","中到大烧","一般","-","https://video.weibo.com/show?fid=1034:4788119598465037","/static/media/ERA5/202207060000_rise.jpg","/static/media/ERA5/上海市_20220706_rise.jpg"
"2022-07-06","日落","卷层云","橘色","中到大烧","基本不烧","不一致","-","https://video.weibo.com/show?fid=1034:4788314419691606","/static/media/ERA5/202207060000_set.jpg","/static/media/ERA5/上海市_20220706_set.jpg"
"2022-07-07","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207070000_rise.jpg","/static/media/ERA5/上海市_20220707_rise.jpg"
"2022-07-07","日落","-","-","基本不烧","小到中烧","不一致","-","-","/static/media/ERA5/202207070000_set.jpg","/static/media/ERA5/上海市_20220707_set.jpg"
"2022-07-08","日出","-","-","基本不烧","小烧","不一致","-","-","/static/media/ERA5/202207080000_rise.jpg","/static/media/ERA5/上海市_20220708_rise.jpg"
"2022-07-08","日落","卷层云,高积云,浓积云","橘黄色,橘色,橘红色","大烧","中到大烧","一般","-","https://weibo.com/1760816882/LBmm54KPf
https://weibo.com/1842458205/LBmzMEbhu
https://weibo.com/6300825714/LBmKvwMp1
https://weibo.com/1763313631/LBmm125Ok","/static/media/ERA5/202207080000_set.jpg","/static/media/ERA5/上海市_20220708_set.jpg"
"2022-07-09","日出","高积云","橘黄色","小烧","中到大烧","不一致","-","-","/static/media/ERA5/202207090000_rise.jpg","/static/media/ERA5/上海市_20220709_rise.jpg"
"2022-07-09","日落","-","-","基本不烧","微烧","一般","-","-","/static/media/ERA5/202207090000_set.jpg","/static/media/ERA5/上海市_20220709_set.jpg"
"2022-07-10","日出","-","-","基本不烧","中到大烧","不一致","-","-","/static/media/ERA5/202207100000_rise.jpg","/static/media/ERA5/上海市_20220710_rise.jpg"
"2022-07-10","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207100000_set.jpg","/static/media/ERA5/上海市_20220710_set.jpg"
"2022-07-11","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207110000_rise.jpg","/static/media/ERA5/上海市_20220711_rise.jpg"
"2022-07-11","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207110000_set.jpg","/static/media/ERA5/上海市_20220711_set.jpg"
"2022-07-12","日出","-","-","基本不烧","中到大烧","不一致","-","-","/static/media/ERA5/202207120000_rise.jpg","/static/media/ERA5/上海市_20220712_rise.jpg"
"2022-07-12","日落","卷层云","红色,橘红色","中到大烧","大烧","一般","-","https://weibo.com/3925025805/LBY5swaKm","/static/media/ERA5/202207120000_set.jpg","/static/media/ERA5/上海市_20220712_set.jpg"
"2022-07-13","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207130000_rise.jpg","/static/media/ERA5/上海市_20220713_rise.jpg"
"2022-07-13","日落","卷层云","红色,橘红色","中到大烧","微烧","不一致","-","https://video.weibo.com/show?fid=1034:4790487513759840
https://weibo.com/1235871830/LC7WQepSK
https://weibo.com/5854101351/LC7AyclYN","/static/media/ERA5/202207130000_set.jpg","/static/media/ERA5/上海市_20220713_set.jpg"
"2022-07-14","日出","-","-","基本不烧","中到大烧","不一致","-","-","/static/media/ERA5/202207140000_rise.jpg","/static/media/ERA5/上海市_20220714_rise.jpg"
"2022-07-14","日落","卷云","橘色","小烧","微烧","一般","-","-","/static/media/ERA5/202207140000_set.jpg","/static/media/ERA5/上海市_20220714_set.jpg"
"2022-07-15","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207150000_rise.jpg","/static/media/ERA5/上海市_20220715_rise.jpg"
"2022-07-15","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207150000_set.jpg","/static/media/ERA5/上海市_20220715_set.jpg"
"2022-07-16","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207160000_rise.jpg","/static/media/ERA5/上海市_20220716_rise.jpg"
"2022-07-16","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207160000_set.jpg","/static/media/ERA5/上海市_20220716_set.jpg"
"2022-07-17","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207170000_rise.jpg","/static/media/ERA5/上海市_20220717_rise.jpg"
"2022-07-17","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207170000_set.jpg","/static/media/ERA5/上海市_20220717_set.jpg"
"2022-07-18","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207180000_rise.jpg","/static/media/ERA5/上海市_20220718_rise.jpg"
"2022-07-18","日落","-","-","基本不烧","微烧","一般","-","-","/static/media/ERA5/202207180000_set.jpg","/static/media/ERA5/上海市_20220718_set.jpg"
"2022-07-19","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207190000_rise.jpg","/static/media/ERA5/上海市_20220719_rise.jpg"
"2022-07-19","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207190000_set.jpg","/static/media/ERA5/上海市_20220719_set.jpg"
"2022-07-20","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207200000_rise.jpg","/static/media/ERA5/上海市_20220720_rise.jpg"
"2022-07-20","日落","卷层云","红色","小到中烧","微烧","不一致","-","https://wx4.sinaimg.cn/mw2000/d809b2edly1h4dn3575vuj20u0140q8v.jpg","/static/media/ERA5/202207200000_set.jpg","/static/media/ERA5/上海市_20220720_set.jpg"
"2022-07-21","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207210000_rise.jpg","/static/media/ERA5/上海市_20220721_rise.jpg"
"2022-07-21","日落","卷层云","橘黄色,橘色","小烧","中到大烧","不一致","乳状卷层云","-","/static/media/ERA5/202207210000_set.jpg","/static/media/ERA5/上海市_20220721_set.jpg"
"2022-07-22","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207220000_rise.jpg","/static/media/ERA5/上海市_20220722_rise.jpg"
"2022-07-22","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207220000_set.jpg","/static/media/ERA5/上海市_20220722_set.jpg"
"2022-07-23","日出","卷层云","红色,橘红色,橘色","大烧","大烧","一致","-","https://weibo.com/2370199830/LDyeQdzLl
https://weibo.com/1770475104/LDyMKkfgg","/static/media/ERA5/202207230000_rise.jpg","/static/media/ERA5/上海市_20220723_rise.jpg"
"2022-07-23","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207230000_set.jpg","/static/media/ERA5/上海市_20220723_set.jpg"
"2022-07-24","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207240000_rise.jpg","/static/media/ERA5/上海市_20220724_rise.jpg"
"2022-07-24","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207240000_set.jpg","/static/media/ERA5/上海市_20220724_set.jpg"
"2022-07-25","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207250000_rise.jpg","/static/media/ERA5/上海市_20220725_rise.jpg"
"2022-07-25","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207250000_set.jpg","/static/media/ERA5/上海市_20220725_set.jpg"
"2022-07-26","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207260000_rise.jpg","/static/media/ERA5/上海市_20220726_rise.jpg"
"2022-07-26","日落","卷云,高积云","橘黄色,橘色","小到中烧","基本不烧","不一致","密卷云","https://weibo.com/1760816882/LE5ZtlDrH","/static/media/ERA5/202207260000_set.jpg","/static/media/ERA5/上海市_20220726_set.jpg"
"2022-07-27","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207270000_rise.jpg","/static/media/ERA5/上海市_20220727_rise.jpg"
"2022-07-27","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207270000_set.jpg","/static/media/ERA5/上海市_20220727_set.jpg"
"2022-07-28","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207280000_rise.jpg","/static/media/ERA5/上海市_20220728_rise.jpg"
"2022-07-28","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207280000_set.jpg","/static/media/ERA5/上海市_20220728_set.jpg"
"2022-07-29","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207290000_rise.jpg","/static/media/ERA5/上海市_20220729_rise.jpg"
"2022-07-29","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207290000_set.jpg","/static/media/ERA5/上海市_20220729_set.jpg"
"2022-07-30","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207300000_rise.jpg","/static/media/ERA5/上海市_20220730_rise.jpg"
"2022-07-30","日落","卷云,高积云","橘色,橘红色","小到中烧","中到大烧","一般","-","https://weibo.com/7612166895/LEHXQCpN4","/static/media/ERA5/202207300000_set.jpg","/static/media/ERA5/上海市_20220730_set.jpg"
"2022-07-31","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207310000_rise.jpg","/static/media/ERA5/上海市_20220731_rise.jpg"
"2022-07-31","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202207310000_set.jpg","/static/media/ERA5/上海市_20220731_set.jpg"
"2022-08-01","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208010000_rise.jpg","/static/media/ERA5/上海市_20220801_rise.jpg"
"2022-08-01","日落","-","-","基本不烧","小到中烧","不一致","-","-","/static/media/ERA5/202208010000_set.jpg","/static/media/ERA5/上海市_20220801_set.jpg"
"2022-08-02","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208020000_rise.jpg","/static/media/ERA5/上海市_20220802_rise.jpg"
"2022-08-02","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208020000_set.jpg","/static/media/ERA5/上海市_20220802_set.jpg"
"2022-08-03","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208030000_rise.jpg","/static/media/ERA5/上海市_20220803_rise.jpg"
"2022-08-03","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208030000_set.jpg","/static/media/ERA5/上海市_20220803_set.jpg"
"2022-08-04","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208040000_rise.jpg","/static/media/ERA5/上海市_20220804_rise.jpg"
"2022-08-04","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208040000_set.jpg","/static/media/ERA5/上海市_20220804_set.jpg"
"2022-08-05","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208050000_rise.jpg","/static/media/ERA5/上海市_20220805_rise.jpg"
"2022-08-05","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208050000_set.jpg","/static/media/ERA5/上海市_20220805_set.jpg"
"2022-08-06","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208060000_rise.jpg","/static/media/ERA5/上海市_20220806_rise.jpg"
"2022-08-06","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208060000_set.jpg","/static/media/ERA5/上海市_20220806_set.jpg"
"2022-08-07","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208070000_rise.jpg","/static/media/ERA5/上海市_20220807_rise.jpg"
"2022-08-07","日落","卷云","橘黄色,橘色","中到大烧","基本不烧","不一致","-","https://weibo.com/6129860996/LFVrbu6TZ","/static/media/ERA5/202208070000_set.jpg","/static/media/ERA5/上海市_20220807_set.jpg"
"2022-08-08","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208080000_rise.jpg","/static/media/ERA5/上海市_20220808_rise.jpg"
"2022-08-08","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208080000_set.jpg","/static/media/ERA5/上海市_20220808_set.jpg"
"2022-08-09","日出","-","-","基本不烧","小到中烧","不一致","-","-","/static/media/ERA5/202208090000_rise.jpg","/static/media/ERA5/上海市_20220809_rise.jpg"
"2022-08-09","日落","卷层云","橘色,橘红色,红色","大烧","小烧","不一致","-","https://video.weibo.com/show?fid=1034:4800650882777277
https://video.weibo.com/show?fid=1034:4800641344929869
https://weibo.com/1212156690/M0he9hjWi
https://weibo.com/6508783082/M0gYCj0xc
https://weibo.com/5854101351/M0gCz3vgY","/static/media/ERA5/202208090000_set.jpg","/static/media/ERA5/上海市_20220809_set.jpg"
"2022-08-10","日出","卷云","橘红色,橘黄色","小到中烧","大烧","不一致","-","https://weibo.com/1729484474/M0leolEfi
https://weibo.com/5854101351/M0lizdSCi
https://weibo.com/1770475104/M0m6np34S","/static/media/ERA5/202208100000_rise.jpg","/static/media/ERA5/上海市_20220810_rise.jpg"
"2022-08-10","日落","卷层云,高积云","橘黄色,橘色,橘红色","中到大烧","小到中烧","一般","乳状云,彩虹,降水线云砧","https://weibo.com/6061337735/M0pUkjuKC
https://weibo.com/1212156690/M0qxShZ4h
https://weibo.com/6124268245/M0qQG3fk7
https://weibo.com/6129860996/M0pZaumOw","/static/media/ERA5/202208100000_set.jpg","/static/media/ERA5/上海市_20220810_set.jpg"
"2022-08-11","日出","-","-","基本不烧","小到中烧","不一致","-","-","/static/media/ERA5/202208110000_rise.jpg","/static/media/ERA5/上海市_20220811_rise.jpg"
"2022-08-11","日落","卷云,高积云","红色,橘红色,橘色","中到大烧","中到大烧","一致","-","https://weibo.com/1212156690/M0zSYjaTq
https://weibo.com/6129860996/M0AAlk1VJ
https://weibo.com/1130033300/M0z9F3BBg","/static/media/ERA5/202208110000_set.jpg","/static/media/ERA5/上海市_20220811_set.jpg"
"2022-08-12","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208120000_rise.jpg","/static/media/ERA5/上海市_20220812_rise.jpg"
"2022-08-12","日落","卷层云,高积云","橘黄色,橘色,橘红色,红色","大烧","微烧","不一致","彩虹,降水线云砧","https://video.weibo.com/show?fid=1034:4801724591046671
https://video.weibo.com/show?fid=1034:4801735546568794
https://weibo.com/1276291023/M0IT5ipxt
https://weibo.com/1415104792/M0JYEcaOQ
https://weibo.com/6129860996/M0JbTkbJr
https://weibo.com/1766975197/M0IQXzlma","/static/media/ERA5/202208120000_set.jpg","/static/media/ERA5/上海市_20220812_set.jpg"
"2022-08-13","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208130000_rise.jpg","/static/media/ERA5/上海市_20220813_rise.jpg"
"2022-08-13","日落","卷云","红色,橘红色,橘色","大烧","大烧","一致","密卷云","https://weibo.com/1678551475/M0TESeYki
https://weibo.com/6129860996/M0StnrVwU
https://weibo.com/1842458205/M0Tl6tuW8
https://weibo.com/1760816882/M0SfawRrh
https://video.weibo.com/show?fid=1034:4802097355620483","/static/media/ERA5/202208130000_set.jpg","/static/media/ERA5/上海市_20220813_set.jpg"
"2022-08-14","日出","卷云","橘红色,橘色","中到大烧","中到大烧","一致","密卷云","https://weibo.com/2006317425/M17j9zjqV","/static/media/ERA5/202208140000_rise.jpg","/static/media/ERA5/上海市_20220814_rise.jpg"
"2022-08-14","日落","卷云,卷层云","橘色","小烧","小烧","一致","密卷云","https://weibo.com/1600543073/M11sBslJv","/static/media/ERA5/202208140000_set.jpg","/static/media/ERA5/上海市_20220814_set.jpg"
"2022-08-15","日出","卷云","橘红色,橘色","中到大烧","小烧","不一致","-","https://weibo.com/6028838843/M15AKq3qz
https://weibo.com/5538010841/M15RvCtuA","/static/media/ERA5/202208150000_rise.jpg","/static/media/ERA5/上海市_20220815_rise.jpg"
"2022-08-15","日落","卷层云,高积云","橘黄色,橘色","中到大烧","小到中烧","一般","日柱","https://weibo.com/1839008834/M1bwToeUi
https://weibo.com/1794074520/M1bpmaDp9
https://weibo.com/1770475104/M1bPOdTWQ","/static/media/ERA5/202208150000_set.jpg","/static/media/ERA5/上海市_20220815_set.jpg"
"2022-08-16","日出","卷层云","红色","小到中烧","中到大烧","一般","-","https://weibo.com/1770475104/M1f9Htbhm","/static/media/ERA5/202208160000_rise.jpg","/static/media/ERA5/上海市_20220816_rise.jpg"
"2022-08-16","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208160000_set.jpg","/static/media/ERA5/上海市_20220816_set.jpg"
"2022-08-17","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208170000_rise.jpg","/static/media/ERA5/上海市_20220817_rise.jpg"
"2022-08-17","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208170000_set.jpg","/static/media/ERA5/上海市_20220817_set.jpg"
"2022-08-18","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208180000_rise.jpg","/static/media/ERA5/上海市_20220818_rise.jpg"
"2022-08-18","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208180000_set.jpg","/static/media/ERA5/上海市_20220818_set.jpg"
"2022-08-19","日出","-","-","基本不烧","小烧","不一致","-","-","/static/media/ERA5/202208190000_rise.jpg","/static/media/ERA5/上海市_20220819_rise.jpg"
"2022-08-19","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208190000_set.jpg","/static/media/ERA5/上海市_20220819_set.jpg"
"2022-08-20","日出","-","-","基本不烧","中到大烧","不一致","-","-","/static/media/ERA5/202208200000_rise.jpg","/static/media/ERA5/上海市_20220820_rise.jpg"
"2022-08-20","日落","云砧","橘色,橘红色","大烧","大烧","一致","闪电,彩虹,乳状云,降水线云砧","https://weibo.com/6392679950/M1WlheXhM
https://weibo.com/6129860996/M1WpQAkOJ
https://weibo.com/1842458205/M1WuimtTI
https://weibo.com/1770475104/M1WZe1Ien
https://weibo.com/1668067237/M1WNQ5Qup
https://weibo.com/1737753555/M1Xjxau2I
https://weibo.com/5130206734/M1XqgEWHl
https://weibo.com/1836309624/M1XLB33CP
https://weibo.com/5538010841/M1W9ub3Rr
https://video.weibo.com/show?fid=1034:4804627212992561
https://video.weibo.com/show?fid=1034:4804623748497545
https://video.weibo.com/show?fid=1034:4804621278052460","/static/media/ERA5/202208200000_set.jpg","/static/media/ERA5/上海市_20220820_set.jpg"
"2022-08-21","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208210000_rise.jpg","/static/media/ERA5/上海市_20220821_rise.jpg"
"2022-08-21","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208210000_set.jpg","/static/media/ERA5/上海市_20220821_set.jpg"
"2022-08-22","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208220000_rise.jpg","/static/media/ERA5/上海市_20220822_rise.jpg"
"2022-08-22","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208220000_set.jpg","/static/media/ERA5/上海市_20220822_set.jpg"
"2022-08-23","日出","卷云","橘色,橘黄色","小到中烧","基本不烧","不一致","-","https://weibo.com/1770475104/M2jEAnGaj","/static/media/ERA5/202208230000_rise.jpg","/static/media/ERA5/上海市_20220823_rise.jpg"
"2022-08-23","日落","积雨云,云砧","橘黄色,橘色","中到大烧","基本不烧","不一致","闪电,彩虹,乳状云,降水线云砧","https://weibo.com/1212156690/M2oLSrOg3
https://weibo.com/1195592605/M2pC45b3U
https://weibo.com/1839008834/M2oV9xRjJ
https://weibo.com/1770475104/M2oU6wgxW
https://weibo.com/5854101351/M2oOP72Wf
https://weibo.com/1706480412/M2oDkooSm
https://weibo.com/7612166895/M2ouG2ant
https://weibo.com/6129860996/M2osU5EmW
https://weibo.com/2742782667/M2oiOgEd9
https://weibo.com/5538010841/M2or4jGip
https://video.weibo.com/show?fid=1034:4805742994325513","/static/media/ERA5/202208230000_set.jpg","/static/media/ERA5/上海市_20220823_set.jpg"
"2022-08-24","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208240000_rise.jpg","/static/media/ERA5/上海市_20220824_rise.jpg"
"2022-08-24","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208240000_set.jpg","/static/media/ERA5/上海市_20220824_set.jpg"
"2022-08-25","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208250000_rise.jpg","/static/media/ERA5/上海市_20220825_rise.jpg"
"2022-08-25","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208250000_set.jpg","/static/media/ERA5/上海市_20220825_set.jpg"
"2022-08-26","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208260000_rise.jpg","/static/media/ERA5/上海市_20220826_rise.jpg"
"2022-08-26","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208260000_set.jpg","/static/media/ERA5/上海市_20220826_set.jpg"
"2022-08-27","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208270000_rise.jpg","/static/media/ERA5/上海市_20220827_rise.jpg"
"2022-08-28","日出","层积云","橘红色","小烧","基本不烧","不一致","-","https://weibo.com/1075503085/M34dC9Ua6","/static/media/ERA5/202208280000_rise.jpg","/static/media/ERA5/上海市_20220828_rise.jpg"
"2022-08-28","日落","卷云","橘黄色,橘色,橘红色","小到中烧","基本不烧","不一致","密卷云","https://video.weibo.com/show?fid=1034:4807541159559287","/static/media/ERA5/202208280000_set.jpg","/static/media/ERA5/上海市_20220828_set.jpg"
"2022-08-29","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208290000_rise.jpg","/static/media/ERA5/上海市_20220829_rise.jpg"
"2022-08-29","日落","卷云","橘黄色,橘色","小到中烧","微烧","不一致","密卷云","https://weibo.com/7748478041/M3iSNqKM6","/static/media/ERA5/202208290000_set.jpg","/static/media/ERA5/上海市_20220829_set.jpg"
"2022-08-30","日出","卷云","橘色","小到中烧","中到大烧","一般","-","-","/static/media/ERA5/202208300000_rise.jpg","/static/media/ERA5/上海市_20220830_rise.jpg"
"2022-08-30","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208300000_set.jpg","/static/media/ERA5/上海市_20220830_set.jpg"
"2022-08-31","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208310000_rise.jpg","/static/media/ERA5/上海市_20220831_rise.jpg"
"2022-08-31","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202208310000_set.jpg","/static/media/ERA5/上海市_20220831_set.jpg"
"2022-09-01","日出","高积云","橘红色,橘色","中到大烧","中到大烧","一致","-","https://weibo.com/1999860661/M3MgZswjf
https://weibo.com/1786597197/M3MdNfrNA","/static/media/ERA5/202209010000_rise.jpg","/static/media/ERA5/上海市_20220901_rise.jpg"
